message_type, arerror_code, message_summary, message_description
Error,2907,Please specify web alias.,Please specify web alias.
Error,2913,Please install Internet Explor,Please install Internet Explorer 5.5 or later version to proceed further. You have attempted an action which requires this component.
Error,2915,You cannot create the followin,You cannot create the following core fields in view or vendor forms.
Error,2916,Directory directoryName creati,Directory directoryName creation failed.
Error,2917,The file fileName does not exi,The file fileName does not exist.
Error,2918,Internet Explorer 5.5 or later,Internet Explorer 5.5 or later cannot be found. Portions of the BMC Remedy Administrator will not be available until it is installed.
Error,2921,Administrator operations are d,Administrator operations are disabled for this server. Cannot create new objects.
Error,2922,Active link could not be conve,Active link could not be converted successfully. Original Active Link is restored.
Error,2923,Error in saving active link.,Error in saving active link.
Error,2924,CCSSchema could not be loaded.,CCSSchema could not be loaded.
Error,2925,Field specified in assignment ,Field specified in assignment structure is missing in the schema.
Error,2926,Value assigned to field cannot,Value assigned to field cannot be converted to equivalent AR structure.
Error,2927,The following description list,"The following description lists active links and indicates nature of failure or success under each RunMacro action. In case of failure, original active link will be restored. Users can see the FAQ for resolutions and try again."
Error,2928,Error in converting AR System ,Error in converting AR System Report's keyword.
Error,2929,Error in finding report's end.,Error in finding report's end.
Error,2930,Error in creating or opening o,Error in creating or opening of temporary AR System Report file.
Error,2931,Field with ID IDNumber is not ,Field with ID IDNumber is not present in this form. Looks like a corrupt field. Would you like to delete this field?
Error,2932,Source Control operations cann,Source Control operations cannot be performed on Extension Objects.
Error,2933,Cannot find server serverName.,Cannot find server serverName. Possible server alias name problem.
Error,2934,Could not open file: fileName.,Could not open file: fileName.
Error,2936,Error from Source Control Prov,Error from Source Control Provider -- Initialize failed.
Error,2937,Error from Source Control Prov,Error from Source Control Provider -- Unknown project.
Error,2938,Error from Source Control Prov,Error from Source Control Provider -- Could not create project.
Error,2939,Error from Source Control Prov,Error from Source Control Provider -- Not checked out.
Error,2940,Error from Source Control Prov,Error from Source Control Provider -- Already checked out.
Error,2941,Error from Source Control Prov,Error from Source Control Provider -- File is locked.
Error,2942,Error from Source Control Prov,Error from Source Control Provider -- File out exclusive.
Error,2943,Error from Source Control Prov,Error from Source Control Provider -- Access failure.
Error,2944,Error from Source Control Prov,Error from Source Control Provider -- Check in conflict.
Error,2945,Error from Source Control Prov,Error from Source Control Provider -- File already exists.
Error,2946,Error from Source Control Prov,Error from Source Control Provider -- File not controlled.
Error,2947,Error from Source Control Prov,Error from Source Control Provider -- File is checked out.
Error,2948,Error from Source Control Prov,Error from Source Control Provider -- No specified version.
Error,2949,Error from Source Control Prov,Error from Source Control Provider -- Requested operation not supported.
Error,2950,Error from Source Control Prov,Error from Source Control Provider -- Non-specific error.
Error,2951,Error from Source Control Prov,Error from Source Control Provider -- Requested operation not performed.
Error,2952,Error from Source Control Prov,Error from Source Control Provider -- Type not supported.
